empleado_id,edad,departamento,cargo,antiguedad,salario,horas_extra,satisfaccion,evaluacion,distancia_km,desercion,desercion_label,rango_antiguedad
EMP-1130,42,Operaciones,Gerente,12,1500.0,1,2,2.5,9,0,Se quedó,11+ años
EMP-1131,43,Ventas,Analista,17,1500.0,1,3,4.7,21,0,Se quedó,11+ años
EMP-1132,28,RRHH,Coordinador,14,3659.0,0,1,4.3,12,0,Se quedó,11+ años
EMP-1133,35,TI,Gerente,11,1500.0,0,3,4.8,58,0,Se quedó,11+ años
EMP-1134,36,RRHH,Coordinador,14,2148.0,1,2,3.0,30,0,Se quedó,11+ años
EMP-1135,28,RRHH,Analista,12,1604.0,1,1,4.8,31,1,Renunció,11+ años
EMP-1136,30,Finanzas,Gerente,17,2078.0,1,4,3.1,40,0,Se quedó,11+ años
EMP-1137,29,RRHH,Supervisor,14,2628.0,0,2,2.2,56,1,Renunció,11+ años
EMP-1138,44,RRHH,Analista,10,3619.0,0,4,4.3,4,1,Renunció,6-10 años
EMP-1139,50,Operaciones,Asistente,18,3972.0,0,1,4.1,31,0,Se quedó,11+ años
EMP-1140,39,TI,Coordinador,2,1690.0,0,4,3.8,27,0,Se quedó,0-2 años
EMP-1141,52,Operaciones,Analista,6,2026.0,1,2,3.5,58,0,Se quedó,6-10 años
EMP-1142,51,Operaciones,Analista,13,12345.0,1,3,2.1,57,1,Renunció,11+ años
EMP-1143,56,Ventas,Gerente,13,2208.0,1,4,3.9,25,0,Se quedó,11+ años
EMP-1144,39,Operaciones,Gerente,12,1715.0,0,2,3.3,5,1,Renunció,11+ años
EMP-1145,38,Finanzas,Gerente,11,1833.0,1,2,3.7,6,0,Se quedó,11+ años
EMP-1146,35,Finanzas,Asistente,8,2214.0,1,1,3.3,5,0,Se quedó,6-10 años
EMP-1147,52,Ventas,Gerente,0,2086.0,1,2,4.9,51,1,Renunció,
EMP-1148,45,Marketing,Analista,18,2222.0,0,3,3.8,27,0,Se quedó,11+ años
EMP-1149,56,TI,Gerente,10,2420.0,0,3,4.2,8,1,Renunció,6-10 años
EMP-1150,55,TI,Supervisor,18,2413.0,1,4,4.8,9,0,Se quedó,11+ años
EMP-1151,24,Operaciones,Gerente,17,1665.0,0,4,3.8,15,0,Se quedó,11+ años
EMP-1152,47,Operaciones,Asistente,11,2829.0,1,4,2.0,36,0,Se quedó,11+ años
EMP-1153,44,Marketing,Supervisor,0,2562.0,0,4,2.1,57,0,Se quedó,
EMP-1154,36,Operaciones,Analista,18,2977.0,1,3,4.1,41,1,Renunció,11+ años
EMP-1155,25,TI,Analista,19,1500.0,1,1,2.8,7,1,Renunció,11+ años
EMP-1156,50,RRHH,Coordinador,16,2599.0,1,4,3.7,32,1,Renunció,11+ años
EMP-1157,43,Finanzas,Supervisor,4,1500.0,0,1,2.6,8,0,Se quedó,3-5 años
EMP-1158,46,RRHH,Coordinador,2,2275.0,1,2,2.8,47,0,Se quedó,0-2 años
EMP-1159,34,RRHH,Supervisor,1,3175.0,1,2,3.5,51,1,Renunció,0-2 años
EMP-1160,39,TI,Supervisor,2,3708.0,0,4,4.9,15,0,Se quedó,0-2 años
EMP-1161,54,RRHH,Asistente,7,2790.0,1,2,3.8,37,1,Renunció,6-10 años
EMP-1162,37,Marketing,Coordinador,15,3198.0,0,1,4.8,19,0,Se quedó,11+ años
EMP-1163,23,Ventas,Asistente,5,2165.0,0,1,4.9,39,0,Se quedó,3-5 años
EMP-1164,56,Operaciones,Supervisor,12,1991.0,0,2,2.6,6,0,Se quedó,11+ años
EMP-1165,55,Ventas,Analista,15,7166.0,1,4,2.9,59,0,Se quedó,11+ años
EMP-1166,51,Finanzas,Supervisor,15,3398.0,0,1,4.3,19,1,Renunció,11+ años
EMP-1167,34,Operaciones,Asistente,2,1527.0,1,1,4.6,57,0,Se quedó,0-2 años
EMP-1168,34,RRHH,Coordinador,12,1500.0,0,3,3.6,28,1,Renunció,11+ años
EMP-1169,39,Finanzas,Coordinador,13,2026.0,0,4,5.0,17,1,Renunció,11+ años
EMP-1170,53,Operaciones,Asistente,7,3931.0,1,3,2.0,42,0,Se quedó,6-10 años
EMP-1171,53,Marketing,Coordinador,11,2489.0,1,2,2.9,19,0,Se quedó,11+ años
EMP-1172,56,Marketing,Gerente,7,1500.0,1,2,3.9,31,1,Renunció,6-10 años
EMP-1173,50,Marketing,Analista,8,2274.0,0,3,3.4,11,0,Se quedó,6-10 años
EMP-1174,50,Marketing,Analista,0,2438.0,0,4,2.3,15,0,Se quedó,
EMP-1175,37,RRHH,Analista,5,1500.0,1,1,3.1,10,1,Renunció,3-5 años
EMP-1176,31,Ventas,Coordinador,18,2464.0,1,2,2.1,43,0,Se quedó,11+ años
EMP-1177,51,Operaciones,Coordinador,10,1627.0,0,4,3.9,23,0,Se quedó,6-10 años
EMP-1178,46,RRHH,Supervisor,10,1500.0,0,4,4.7,3,1,Renunció,6-10 años
EMP-1179,41,Marketing,Supervisor,12,4637.0,1,2,4.7,3,0,Se quedó,11+ años
EMP-1180,26,Ventas,Analista,10,1599.0,0,2,4.1,18,0,Se quedó,6-10 años
EMP-1181,22,Finanzas,Gerente,17,1869.0,1,4,3.4,25,0,Se quedó,11+ años
EMP-1182,51,Finanzas,Supervisor,14,1859.0,0,1,3.5,43,0,Se quedó,11+ años
EMP-1183,24,Finanzas,Supervisor,0,2443.0,0,3,2.4,20,1,Renunció,
EMP-1184,35,Marketing,Coordinador,6,4947.0,1,2,3.0,58,0,Se quedó,6-10 años
EMP-1185,51,Finanzas,Gerente,12,1513.0,0,3,2.6,29,1,Renunció,11+ años
EMP-1186,25,TI,Analista,11,2159.0,0,4,4.5,22,0,Se quedó,11+ años
EMP-1187,39,Operaciones,Supervisor,17,2561.0,1,3,4.7,50,1,Renunció,11+ años
EMP-1188,46,Operaciones,Gerente,18,1724.0,0,1,3.6,57,1,Renunció,11+ años
EMP-1189,22,Marketing,Gerente,14,2145.0,0,4,4.2,15,0,Se quedó,11+ años
EMP-1190,36,TI,Analista,7,3096.0,1,1,2.4,39,1,Renunció,6-10 años
EMP-1191,30,RRHH,Gerente,18,1804.0,0,4,3.8,10,0,Se quedó,11+ años
EMP-1192,36,RRHH,Gerente,9,2131.0,0,1,4.1,21,1,Renunció,6-10 años
EMP-1193,45,Finanzas,Gerente,6,2054.0,0,4,3.4,55,0,Se quedó,6-10 años
EMP-1194,25,Ventas,Supervisor,17,2341.0,0,1,2.7,52,0,Se quedó,11+ años
EMP-1195,33,RRHH,Analista,15,2690.0,1,4,4.6,29,0,Se quedó,11+ años
EMP-1196,27,Ventas,Gerente,19,3086.0,1,1,4.2,32,1,Renunció,11+ años
EMP-1197,45,Operaciones,Gerente,5,5298.0,0,4,4.7,10,0,Se quedó,3-5 años
EMP-1198,32,Ventas,Supervisor,8,1500.0,1,1,4.5,13,0,Se quedó,6-10 años
EMP-1199,34,Operaciones,Analista,12,2283.0,1,2,5.0,47,0,Se quedó,11+ años
EMP-1200,55,TI,Coordinador,7,1500.0,0,3,2.6,23,0,Se quedó,6-10 años
EMP-1201,46,TI,Supervisor,15,2092.0,1,4,2.3,50,0,Se quedó,11+ años
EMP-1202,28,Marketing,Analista,12,3472.0,0,1,3.0,23,0,Se quedó,11+ años
EMP-1203,25,Marketing,Gerente,12,3941.0,1,2,2.4,31,0,Se quedó,11+ años
EMP-1204,29,Finanzas,Analista,16,4015.0,1,4,3.6,4,0,Se quedó,11+ años
EMP-1205,41,RRHH,Analista,19,4000.0,0,4,3.9,52,0,Se quedó,11+ años
EMP-1206,50,Finanzas,Analista,4,2277.0,0,4,3.7,49,0,Se quedó,3-5 años
EMP-1207,31,Operaciones,Coordinador,16,4270.0,0,3,2.8,3,0,Se quedó,11+ años
EMP-1208,55,Finanzas,Analista,8,4623.0,0,1,4.7,21,0,Se quedó,6-10 años
EMP-1209,47,Ventas,Coordinador,1,2580.0,0,1,2.1,53,1,Renunció,0-2 años
EMP-1210,24,Operaciones,Gerente,17,3908.0,1,4,3.0,2,0,Se quedó,11+ años
EMP-1211,27,Marketing,Coordinador,8,2481.0,0,4,4.2,4,0,Se quedó,6-10 años
EMP-1212,26,TI,Gerente,5,4290.0,0,4,4.3,1,0,Se quedó,3-5 años
EMP-1213,26,Marketing,Gerente,10,2288.0,1,2,3.2,15,0,Se quedó,6-10 años
EMP-1214,44,RRHH,Coordinador,5,1913.0,0,4,2.1,57,0,Se quedó,3-5 años
EMP-1215,30,Operaciones,Supervisor,5,1559.0,1,3,3.9,33,0,Se quedó,3-5 años
EMP-1216,56,Operaciones,Asistente,12,2277.0,1,1,2.2,6,0,Se quedó,11+ años
EMP-1217,41,Ventas,Analista,10,2524.0,0,3,2.3,7,1,Renunció,6-10 años
EMP-1218,56,RRHH,Asistente,13,1672.0,0,4,4.0,19,0,Se quedó,11+ años
EMP-1219,39,TI,Analista,1,2208.0,0,2,2.9,44,1,Renunció,0-2 años
EMP-1220,38,Operaciones,Analista,7,1977.0,1,4,3.0,1,0,Se quedó,6-10 años
EMP-1221,45,Operaciones,Gerente,2,1586.0,0,4,3.5,39,0,Se quedó,0-2 años
EMP-1222,24,Ventas,Analista,2,3694.0,1,4,4.9,19,0,Se quedó,0-2 años
EMP-1223,53,Finanzas,Analista,0,3963.0,1,4,4.9,45,1,Renunció,
EMP-1224,56,TI,Coordinador,18,3687.0,0,4,3.2,26,0,Se quedó,11+ años
EMP-1225,34,Marketing,Asistente,17,2360.0,1,1,2.8,44,1,Renunció,11+ años
EMP-1226,46,RRHH,Coordinador,16,2419.0,0,3,2.9,12,1,Renunció,11+ años
EMP-1227,30,Operaciones,Analista,19,1595.0,1,2,2.8,22,1,Renunció,11+ años
EMP-1228,25,Operaciones,Gerente,12,2881.0,0,4,3.6,13,0,Se quedó,11+ años
EMP-1229,35,Marketing,Coordinador,2,2612.0,1,2,3.8,28,0,Se quedó,0-2 años
EMP-1230,55,TI,Coordinador,0,7613.0,0,1,3.5,14,0,Se quedó,
EMP-1231,32,Finanzas,Supervisor,3,3770.0,1,3,3.2,22,0,Se quedó,3-5 años
EMP-1232,24,Operaciones,Analista,12,2769.0,0,4,2.6,30,0,Se quedó,11+ años
EMP-1233,49,TI,Gerente,16,2400.0,0,1,3.4,44,0,Se quedó,11+ años
EMP-1234,50,Marketing,Coordinador,10,3643.0,0,1,3.0,20,1,Renunció,6-10 años
EMP-1235,30,Ventas,Coordinador,1,1692.0,0,3,3.6,44,1,Renunció,0-2 años
EMP-1236,24,Finanzas,Gerente,15,3850.0,1,4,4.0,27,1,Renunció,11+ años
EMP-1237,46,RRHH,Analista,1,1580.0,1,3,3.9,38,0,Se quedó,0-2 años
EMP-1238,55,Operaciones,Supervisor,18,1950.0,0,3,3.4,59,0,Se quedó,11+ años
EMP-1239,33,TI,Coordinador,18,1500.0,0,2,3.7,42,1,Renunció,11+ años
EMP-1240,30,Ventas,Supervisor,15,3120.0,0,2,2.9,52,0,Se quedó,11+ años
EMP-1241,36,RRHH,Asistente,18,2697.0,0,3,2.1,56,0,Se quedó,11+ años
EMP-1242,46,TI,Analista,8,1950.0,0,2,3.9,41,1,Renunció,6-10 años
EMP-1243,26,TI,Asistente,0,1683.0,0,1,2.8,34,1,Renunció,
EMP-1244,32,RRHH,Asistente,9,4236.0,0,3,4.0,39,0,Se quedó,6-10 años
EMP-1245,55,Ventas,Asistente,18,2314.0,0,4,4.2,41,0,Se quedó,11+ años
EMP-1246,45,Marketing,Analista,0,1796.0,1,4,4.7,57,1,Renunció,
EMP-1247,36,Ventas,Analista,1,5265.0,0,1,4.9,44,0,Se quedó,0-2 años
EMP-1248,29,Finanzas,Gerente,15,1877.0,0,4,2.0,37,0,Se quedó,11+ años
EMP-1249,26,Operaciones,Supervisor,11,3849.0,1,4,5.0,1,0,Se quedó,11+ años
EMP-1250,47,RRHH,Supervisor,7,1540.0,1,3,4.0,54,0,Se quedó,6-10 años
EMP-1251,39,Marketing,Gerente,17,2118.0,0,1,3.9,15,1,Renunció,11+ años
EMP-1252,27,RRHH,Gerente,1,2984.0,1,3,2.0,32,0,Se quedó,0-2 años
EMP-1253,34,RRHH,Asistente,12,2385.0,1,1,4.6,8,0,Se quedó,11+ años
EMP-1254,49,Ventas,Gerente,5,2691.0,0,3,2.4,33,0,Se quedó,3-5 años
EMP-1255,26,Operaciones,Coordinador,5,1967.0,0,3,4.5,18,0,Se quedó,3-5 años
EMP-1256,34,Finanzas,Supervisor,8,1500.0,0,2,2.0,45,0,Se quedó,6-10 años
EMP-1257,38,TI,Gerente,15,4386.0,0,4,3.9,29,0,Se quedó,11+ años
EMP-1258,53,TI,Coordinador,10,2016.0,0,1,3.3,32,1,Renunció,6-10 años
EMP-1259,50,RRHH,Coordinador,6,2740.0,1,4,2.6,33,1,Renunció,6-10 años
EMP-1260,24,Operaciones,Coordinador,9,3232.0,0,2,2.3,5,0,Se quedó,6-10 años
EMP-1261,55,Marketing,Coordinador,9,2761.0,0,1,3.3,18,0,Se quedó,6-10 años
EMP-1262,48,Ventas,Asistente,19,1838.0,0,2,2.4,48,0,Se quedó,11+ años
EMP-1263,34,Operaciones,Coordinador,17,3881.0,0,4,3.5,58,0,Se quedó,11+ años
EMP-1264,54,Operaciones,Asistente,19,2997.0,1,3,3.9,10,1,Renunció,11+ años
EMP-1265,27,Ventas,Asistente,8,2643.0,0,2,4.5,36,1,Renunció,6-10 años
EMP-1266,45,RRHH,Coordinador,14,2618.0,1,2,4.0,33,0,Se quedó,11+ años
EMP-1267,40,Operaciones,Supervisor,3,4783.0,0,3,2.2,23,0,Se quedó,3-5 años
EMP-1268,37,TI,Coordinador,7,1823.0,0,4,2.9,40,0,Se quedó,6-10 años
EMP-1269,49,Ventas,Coordinador,8,2882.0,1,2,2.9,5,1,Renunció,6-10 años
EMP-1270,54,Marketing,Coordinador,12,1975.0,0,4,4.7,34,0,Se quedó,11+ años
EMP-1271,34,Finanzas,Supervisor,8,1500.0,0,3,4.6,24,0,Se quedó,6-10 años
EMP-1272,46,RRHH,Analista,3,1500.0,1,1,3.1,17,1,Renunció,3-5 años
EMP-1273,57,Ventas,Analista,16,1626.0,0,2,2.2,31,0,Se quedó,11+ años
EMP-1274,48,Finanzas,Asistente,15,1875.0,1,4,4.7,7,0,Se quedó,11+ años
EMP-1275,28,Finanzas,Asistente,14,5821.0,1,3,4.7,17,1,Renunció,11+ años
EMP-1276,26,Marketing,Supervisor,2,3227.0,0,3,4.6,28,0,Se quedó,0-2 años
EMP-1277,52,Operaciones,Gerente,19,3345.0,0,2,4.5,38,0,Se quedó,11+ años
EMP-1278,44,Marketing,Analista,4,1892.0,0,1,3.4,22,0,Se quedó,3-5 años
EMP-1279,31,Operaciones,Asistente,4,2501.0,0,2,2.5,15,1,Renunció,3-5 años
EMP-1280,53,Operaciones,Analista,19,6139.0,1,4,3.4,37,0,Se quedó,11+ años
EMP-1281,51,Ventas,Supervisor,14,1502.0,1,3,3.5,15,0,Se quedó,11+ años
EMP-1282,52,Ventas,Supervisor,17,2929.0,0,1,3.5,50,0,Se quedó,11+ años
EMP-1283,39,RRHH,Gerente,14,4650.0,0,4,3.6,50,0,Se quedó,11+ años
EMP-1284,57,Operaciones,Gerente,1,3592.0,0,2,2.8,25,1,Renunció,0-2 años
EMP-1285,23,Finanzas,Supervisor,12,5017.0,0,3,3.1,53,0,Se quedó,11+ años
EMP-1286,35,TI,Asistente,3,2658.0,1,2,3.3,21,1,Renunció,3-5 años
EMP-1287,34,RRHH,Analista,9,3107.0,0,1,2.4,55,1,Renunció,6-10 años
EMP-1288,50,Ventas,Coordinador,12,2550.0,1,1,3.4,38,0,Se quedó,11+ años
EMP-1289,33,Marketing,Gerente,9,3021.0,1,1,4.4,2,0,Se quedó,6-10 años
EMP-1290,23,RRHH,Coordinador,8,1692.0,1,1,4.5,27,0,Se quedó,6-10 años
EMP-1291,53,RRHH,Asistente,7,3351.0,0,1,3.2,49,0,Se quedó,6-10 años
EMP-1292,34,RRHH,Gerente,2,2745.0,1,2,3.6,32,1,Renunció,0-2 años
EMP-1293,48,RRHH,Coordinador,15,2503.0,1,1,2.1,21,1,Renunció,11+ años
EMP-1294,38,TI,Asistente,13,4908.0,1,1,4.0,4,0,Se quedó,11+ años
EMP-1295,52,Marketing,Analista,8,2195.0,0,3,3.2,44,0,Se quedó,6-10 años
EMP-1296,55,Marketing,Asistente,10,3957.0,0,1,3.3,19,1,Renunció,6-10 años
EMP-1297,45,Marketing,Gerente,2,4117.0,1,3,4.6,2,0,Se quedó,0-2 años
EMP-1298,56,Operaciones,Supervisor,4,3437.0,0,3,3.4,26,0,Se quedó,3-5 años
EMP-1299,27,Finanzas,Analista,9,1659.0,0,3,2.1,34,1,Renunció,6-10 años
EMP-1300,40,Marketing,Coordinador,12,2818.0,1,2,2.7,14,0,Se quedó,11+ años
EMP-1301,51,RRHH,Gerente,3,5342.0,0,2,3.4,15,0,Se quedó,3-5 años
EMP-1302,28,RRHH,Supervisor,12,1500.0,0,4,3.3,20,0,Se quedó,11+ años
EMP-1303,31,Marketing,Asistente,11,2264.0,0,4,4.6,34,1,Renunció,11+ años
EMP-1304,53,Marketing,Supervisor,4,3885.0,1,3,3.6,36,0,Se quedó,3-5 años
EMP-1305,55,RRHH,Gerente,9,2331.0,0,2,4.1,19,1,Renunció,6-10 años
EMP-1306,49,Operaciones,Gerente,8,3374.0,1,1,3.4,9,0,Se quedó,6-10 años
EMP-1307,36,Ventas,Supervisor,19,4288.0,0,4,3.3,7,0,Se quedó,11+ años
EMP-1308,51,Ventas,Asistente,6,2678.0,0,2,3.3,30,1,Renunció,6-10 años
EMP-1309,50,Marketing,Supervisor,1,2992.0,1,1,3.2,13,0,Se quedó,0-2 años
EMP-1310,43,TI,Gerente,6,2532.0,0,1,3.6,27,0,Se quedó,6-10 años
EMP-1311,25,Marketing,Gerente,7,2749.0,1,2,2.8,44,1,Renunció,6-10 años
EMP-1312,41,Marketing,Coordinador,6,5659.0,0,4,4.7,35,0,Se quedó,6-10 años
EMP-1313,53,Ventas,Coordinador,13,2379.0,0,2,3.0,13,1,Renunció,11+ años
EMP-1314,57,RRHH,Analista,18,2119.0,0,4,2.4,15,1,Renunció,11+ años
EMP-1315,25,Marketing,Gerente,4,3702.0,0,3,2.3,46,0,Se quedó,3-5 años
EMP-1316,48,RRHH,Coordinador,17,1742.0,1,2,2.0,56,0,Se quedó,11+ años
EMP-1317,38,RRHH,Supervisor,19,1909.0,1,2,3.3,9,0,Se quedó,11+ años
EMP-1318,33,TI,Asistente,11,1913.0,0,4,2.6,45,0,Se quedó,11+ años
EMP-1319,43,RRHH,Supervisor,16,2203.0,0,4,2.1,23,0,Se quedó,11+ años
EMP-1320,38,Ventas,Asistente,12,2242.0,1,2,3.6,54,0,Se quedó,11+ años
EMP-1321,31,Operaciones,Coordinador,1,3228.0,0,1,4.0,36,1,Renunció,0-2 años
EMP-1322,22,Operaciones,Analista,12,2128.0,0,1,2.3,53,1,Renunció,11+ años
EMP-1323,43,Finanzas,Supervisor,6,3281.0,1,1,3.4,40,0,Se quedó,6-10 años
EMP-1324,47,Marketing,Supervisor,9,3448.0,1,3,4.2,3,0,Se quedó,6-10 años
EMP-1325,39,Ventas,Supervisor,5,1879.0,1,3,5.0,34,0,Se quedó,3-5 años
EMP-1326,35,RRHH,Asistente,2,3419.0,1,4,4.0,19,0,Se quedó,0-2 años
EMP-1327,50,Operaciones,Coordinador,2,3545.0,1,3,2.7,28,0,Se quedó,0-2 años
EMP-1328,33,Ventas,Supervisor,17,1500.0,0,1,4.1,23,1,Renunció,11+ años
EMP-1329,57,Operaciones,Supervisor,10,2745.0,0,2,3.8,40,0,Se quedó,6-10 años
EMP-1330,56,RRHH,Analista,19,1993.0,0,3,2.6,49,0,Se quedó,11+ años
EMP-1331,33,Operaciones,Analista,4,4110.0,1,3,4.6,45,0,Se quedó,3-5 años
EMP-1332,28,Marketing,Coordinador,18,1985.0,1,1,3.3,7,1,Renunció,11+ años
EMP-1333,50,Marketing,Coordinador,18,1500.0,1,3,4.9,41,0,Se quedó,11+ años
EMP-1334,32,Finanzas,Gerente,14,2412.0,1,4,4.2,12,0,Se quedó,11+ años
EMP-1335,54,Finanzas,Analista,15,1705.0,1,2,3.9,14,1,Renunció,11+ años
EMP-1336,27,Operaciones,Gerente,8,3428.0,1,1,4.2,46,0,Se quedó,6-10 años
EMP-1337,36,Ventas,Asistente,3,1766.0,0,4,3.4,15,0,Se quedó,3-5 años
EMP-1338,53,Marketing,Gerente,14,2424.0,1,1,3.5,3,1,Renunció,11+ años
EMP-1339,32,Ventas,Supervisor,11,4529.0,0,4,4.6,15,0,Se quedó,11+ años
EMP-1340,44,Ventas,Gerente,2,3787.0,0,2,4.0,51,1,Renunció,0-2 años
EMP-1341,47,Operaciones,Coordinador,13,2955.0,1,2,4.7,24,0,Se quedó,11+ años
EMP-1342,55,Ventas,Asistente,16,2319.0,1,4,4.7,52,0,Se quedó,11+ años
EMP-1343,55,Marketing,Supervisor,18,2845.0,0,4,4.9,46,0,Se quedó,11+ años
EMP-1344,50,RRHH,Gerente,5,3215.0,0,4,4.1,8,1,Renunció,3-5 años
EMP-1345,25,Finanzas,Asistente,3,1645.0,1,4,3.5,5,0,Se quedó,3-5 años
EMP-1346,38,RRHH,Asistente,6,3431.0,1,4,2.5,51,1,Renunció,6-10 años
EMP-1347,56,Ventas,Supervisor,18,1571.0,1,4,4.1,4,1,Renunció,11+ años
EMP-1348,34,RRHH,Gerente,16,3069.0,0,2,2.9,14,0,Se quedó,11+ años
EMP-1349,36,Marketing,Asistente,15,1568.0,0,4,2.8,16,1,Renunció,11+ años
EMP-1350,50,Marketing,Asistente,14,5351.0,0,3,2.7,20,0,Se quedó,11+ años
EMP-1351,50,Ventas,Analista,7,3312.0,0,2,4.6,24,0,Se quedó,6-10 años
EMP-1352,32,Operaciones,Asistente,18,1500.0,0,1,4.6,6,1,Renunció,11+ años
EMP-1353,53,RRHH,Analista,7,2440.0,1,2,3.9,55,1,Renunció,6-10 años
EMP-1354,23,Operaciones,Gerente,17,1981.0,0,1,3.4,57,1,Renunció,11+ años
EMP-1355,35,Operaciones,Gerente,15,1890.0,0,1,4.0,31,0,Se quedó,11+ años
EMP-1356,41,TI,Gerente,19,2589.0,0,3,3.8,6,0,Se quedó,11+ años
EMP-1357,43,Ventas,Coordinador,18,1684.0,0,4,3.2,35,0,Se quedó,11+ años
EMP-1358,32,Finanzas,Gerente,9,3310.0,1,4,3.1,15,0,Se quedó,6-10 años
EMP-1359,48,Marketing,Asistente,16,3235.0,1,2,3.1,29,1,Renunció,11+ años
EMP-1360,24,Marketing,Supervisor,12,2809.0,1,4,3.8,3,1,Renunció,11+ años
EMP-1361,38,Ventas,Analista,12,2422.0,0,3,3.9,11,0,Se quedó,11+ años
EMP-1362,49,Finanzas,Coordinador,6,3178.0,0,2,3.4,3,0,Se quedó,6-10 años
EMP-1363,50,Marketing,Gerente,9,3349.0,0,2,4.9,28,1,Renunció,6-10 años
EMP-1364,42,Ventas,Gerente,1,2928.0,0,2,2.3,10,1,Renunció,0-2 años
EMP-1365,37,Marketing,Supervisor,3,1500.0,1,4,3.0,50,1,Renunció,3-5 años
EMP-1366,41,Operaciones,Supervisor,5,1780.0,0,4,3.3,33,0,Se quedó,3-5 años
EMP-1367,27,RRHH,Coordinador,17,2192.0,1,4,2.1,48,0,Se quedó,11+ años
EMP-1368,40,RRHH,Analista,5,1500.0,0,2,3.1,16,0,Se quedó,3-5 años
EMP-1369,26,Marketing,Gerente,16,2669.0,1,2,2.8,59,0,Se quedó,11+ años
EMP-1370,24,TI,Coordinador,13,4292.0,1,1,3.5,10,0,Se quedó,11+ años
EMP-1371,22,Finanzas,Asistente,10,4027.0,1,1,3.0,33,1,Renunció,6-10 años
EMP-1372,36,Finanzas,Asistente,18,3281.0,0,4,4.2,36,0,Se quedó,11+ años
EMP-1373,55,Finanzas,Coordinador,1,3265.0,1,2,3.5,3,0,Se quedó,0-2 años
EMP-1374,56,Operaciones,Gerente,2,5920.0,1,4,2.4,5,0,Se quedó,0-2 años
EMP-1375,46,Finanzas,Coordinador,10,3421.0,0,4,4.3,12,0,Se quedó,6-10 años
EMP-1376,45,RRHH,Gerente,5,3534.0,0,1,2.3,57,0,Se quedó,3-5 años
EMP-1377,33,Operaciones,Supervisor,13,1500.0,1,3,4.5,44,0,Se quedó,11+ años
EMP-1378,39,Ventas,Coordinador,18,4159.0,1,4,4.8,13,0,Se quedó,11+ años
EMP-1379,36,Finanzas,Gerente,15,2862.0,0,3,3.0,24,0,Se quedó,11+ años
EMP-1380,37,Finanzas,Coordinador,6,2364.0,0,3,4.8,44,0,Se quedó,6-10 años
EMP-1381,48,Ventas,Coordinador,7,2141.0,1,2,4.4,57,1,Renunció,6-10 años
EMP-1382,29,Finanzas,Gerente,18,1960.0,0,2,4.8,32,0,Se quedó,11+ años
EMP-1383,46,Ventas,Gerente,19,4035.0,0,4,4.0,16,0,Se quedó,11+ años
EMP-1384,38,Operaciones,Analista,15,2413.0,0,1,2.7,32,1,Renunció,11+ años
EMP-1385,50,RRHH,Coordinador,6,1989.0,1,1,4.7,45,0,Se quedó,6-10 años
EMP-1386,29,Ventas,Asistente,8,1793.0,0,4,2.6,37,0,Se quedó,6-10 años
EMP-1387,36,TI,Coordinador,12,2613.0,1,4,2.6,56,1,Renunció,11+ años
EMP-1388,48,Ventas,Coordinador,0,2114.0,0,1,2.8,36,0,Se quedó,
EMP-1389,28,Finanzas,Gerente,7,1929.0,1,3,2.9,21,1,Renunció,6-10 años
EMP-1390,24,Operaciones,Coordinador,3,1500.0,1,4,3.5,47,0,Se quedó,3-5 años
EMP-1391,50,Marketing,Coordinador,2,3582.0,0,3,4.1,12,0,Se quedó,0-2 años
EMP-1392,45,Operaciones,Asistente,2,2310.0,0,4,4.8,51,1,Renunció,0-2 años
EMP-1393,24,Marketing,Gerente,12,1581.0,0,4,2.3,21,1,Renunció,11+ años
EMP-1394,41,Ventas,Coordinador,7,2190.0,0,3,4.9,51,0,Se quedó,6-10 años
EMP-1395,36,RRHH,Supervisor,6,3040.0,1,3,4.8,21,0,Se quedó,6-10 años
EMP-1396,46,TI,Analista,0,2469.0,0,1,2.2,43,1,Renunció,
EMP-1397,51,Operaciones,Asistente,15,2634.0,1,4,3.1,53,0,Se quedó,11+ años
EMP-1398,35,Finanzas,Coordinador,5,2482.0,0,2,4.4,6,1,Renunció,3-5 años
EMP-1399,28,Marketing,Supervisor,6,1500.0,0,2,3.8,9,1,Renunció,6-10 años
EMP-1400,38,Finanzas,Coordinador,11,3567.0,0,4,4.3,1,0,Se quedó,11+ años
EMP-1401,41,RRHH,Coordinador,8,1500.0,0,4,4.2,12,0,Se quedó,6-10 años
EMP-1402,57,Marketing,Gerente,10,2935.0,0,4,3.5,58,0,Se quedó,6-10 años
EMP-1403,30,Operaciones,Gerente,9,3122.0,1,3,2.1,14,0,Se quedó,6-10 años
EMP-1404,43,Ventas,Gerente,0,2235.0,0,2,3.8,6,1,Renunció,
EMP-1405,23,Finanzas,Supervisor,17,2811.0,0,2,2.1,1,1,Renunció,11+ años
EMP-1406,45,RRHH,Coordinador,3,2185.0,1,2,3.8,22,1,Renunció,3-5 años
EMP-1407,29,Operaciones,Analista,4,2825.0,1,4,4.4,34,0,Se quedó,3-5 años
EMP-1408,32,Operaciones,Asistente,8,3631.0,0,3,3.8,56,0,Se quedó,6-10 años
EMP-1409,34,Operaciones,Gerente,16,1778.0,1,4,5.0,11,0,Se quedó,11+ años
EMP-1410,38,Operaciones,Gerente,2,3196.0,0,1,3.4,3,0,Se quedó,0-2 años
EMP-1411,29,Marketing,Coordinador,15,4803.0,1,1,4.2,42,0,Se quedó,11+ años
